URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_974,49,9,UTF-8,Apache/2.2.15 (CentOS),101.0,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_147,50,11,UTF-8,nginx,640.0,None,None,None,None,20,1,4,2330,28,24,3609,2912,28,8.0,1
M0_88,50,11,ISO-8859-1,nginx/1.12.0,1108.0,UA,NONE,26/04/2004 0:00,27/04/2017 0:00,7,0,2,746,9,11,2189,904,9,2.0,1
B0_1026,50,12,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1088,50,9,utf-8,Apache,43996.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1370,50,10,ISO-8859-1,Apache,13076.0,US,IL,9/03/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1423,50,10,UTF-8,Apache,6953.0,CA,Ontario,23/07/2011 0:00,7/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2180,50,9,ISO-8859-1,Microsoft-IIS/7.5,3071.0,US,FL,2/04/1999 0:00,6/05/2016 0:00,8,6,4,696,8,10,636,696,8,0.0,0
B0_371,50,10,iso-8859-1,nginx,243.0,US,Wisconsin,21/05/2007 21:12,27/03/2014 15:06,13,8,2,2382,17,20,7775,2682,17,4.0,0
B0_402,50,11,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,33,27,5,5203,41,44,13097,5803,41,8.0,0
B0_419,50,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,1/05/1996 0:00,25/03/2017 0:00,25,1,6,2829,29,28,23089,3131,29,4.0,0
B0_429,50,11,ISO-8859-1,Apache,2797.0,None,None,None,None,35,0,4,2949,39,43,43296,3263,39,4.0,0
B0_521,50,9,ISO-8859-1,None,1189.0,None,None,22/02/2007 0:00,22/02/2016 0:00,22,4,12,1960,28,23,2807,2420,28,6.0,0
B0_537,50,9,UTF-8,nginx,24971.0,US,CA,6/12/1994 0:00,3/11/2015 0:00,7,0,2,995,11,12,1507,1287,11,4.0,0
B0_564,50,10,ISO-8859-1,None,413.0,None,None,None,None,10,0,4,926,14,13,1788,1266,14,4.0,0
B0_610,50,9,utf-8,Microsoft-IIS/7.5,5316.0,US,FL,2/01/2003 0:00,1/01/2017 0:00,57,4,6,6820,59,61,79053,6966,59,2.0,0
B0_682,50,11,UTF-8,Apache,435494.0,None,None,None,None,226,6,6,15162,228,284,383760,15314,228,2.0,0
B0_789,50,9,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_797,50,11,ISO-8859-1,Microsoft-IIS/7.5,1208.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_843,50,9,ISO-8859-1,nginx/1.10.3,1149.0,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_898,50,10,UTF-8,Apache/2.2.15 (CentOS),1970.0,US,IL,30/12/1996 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_907,50,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,FL,14/09/1995 0:00,12/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_975,50,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,NJ,27/02/1998 5:00,17/12/2012 21:45,0,0,0,0,0,0,0,0,0,0.0,0
B0_1160,51,10,us-ascii,Microsoft-IIS/7.5,324.0,None,None,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1346,51,8,UTF-8,Apache/2.4.6 (CentOS),25866.0,US,CA,25/01/1995 0:00,5/12/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1362,51,10,ISO-8859-1,nginx,6130.0,US,Utr,21/01/2007 22:31,23/12/2016 4:58,0,0,0,0,0,0,0,0,0,0.0,0
B0_150,51,10,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,231.0,CN,beijingshi,7/03/2000 0:00,27/03/2017 0:00,7,1,2,769,9,10,1298,909,9,2.0,0
B0_2046,51,9,utf-8,Scratch Web Server,10333.0,None,None,None,None,7,3,2,582,7,5,306,582,7,0.0,0
B0_2147,51,10,utf-8,Apache,9890.0,None,None,None,None,9,6,7,762,9,10,640,762,9,0.0,0
B0_2186,51,9,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,17,8,6,1278,17,10,634,1278,17,0.0,0
B0_2212,51,12,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,28,13,12,1872,28,19,1323,1872,28,0.0,0
B0_2227,51,8,ISO-8859-1,nginx,162.0,US,Washington,13/01/2005 0:00,14/01/2016 0:00,4,2,3,396,4,3,184,396,4,0.0,0
B0_2279,51,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,None,None,5,3,2,498,5,4,244,498,5,0.0,0
B0_267,51,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,22/02/2001 0:00,8/04/2017 0:00,22,6,8,1651,24,17,1388,1787,24,2.0,0
B0_377,51,11,utf-8,nginx/1.4.6 (Ubuntu),58090.0,US,CA,20/11/2007 0:00,13/05/2016 0:00,2,0,1,132,2,2,124,132,2,0.0,0
B0_780,51,9,utf-8,None,15302.0,US,Arizona,4/05/2001 0:00,9/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_787,51,11,iso-8859-1,Apache,239.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_837,51,8,ISO-8859-1,Apache,57.0,US,VA,9/09/2002 0:00,29/08/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_938,51,11,ISO-8859-1,Apache,557.0,US,Arizona,15/02/2000 0:00,10/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_161,52,12,UTF-8,marrakesh 1.12.2,13650.0,BR,None,None,None,16,1,5,1609,22,20,2655,2119,22,6.0,1
B0_1076,52,10,utf-8,nginx/0.8.35,17302.0,US,CA,15/10/2005 0:00,13/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1080,52,10,UTF-8,Apache/2.2.15 (Red Hat),5315.0,US,CA,1/06/1996 0:00,2/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1115,52,10,ISO-8859-1,nginx,1516.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1304,52,10,ISO-8859-1,squid/3.3.8,3529.0,US,CA,2/06/1994 0:00,6/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_181,52,11,UTF-8,Apache,8105.0,CH,ZH,19/02/1997 0:00,15/12/2015 0:00,13,0,3,1428,17,11,1504,1712,17,4.0,0
B0_2014,52,10,ISO-8859-1,Apache/2.2.27 (CentOS),1235.0,US,NY,31/05/1995 0:00,18/11/2013 0:00,4,3,2,432,4,6,376,432,4,0.0,0
B0_2032,52,9,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,6,3,3,564,6,7,442,564,6,0.0,0
B0_211,52,9,UTF-8,nginx/1.8.1,9662.0,None,None,18/01/2008 0:00,5/01/2017 0:00,22,8,7,1628,26,25,14894,1944,26,4.0,0
B0_2198,52,9,utf-8,Apache,44313.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,4,1,420,4,5,414,420,4,0.0,0
B0_2232,52,10,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,4,3,2,420,4,7,424,420,4,0.0,0
B0_325,52,10,utf-8,Apache,17167.0,None,None,7/05/1998 0:00,16/09/2016 0:00,10,1,4,1257,14,15,1919,1555,14,4.0,0
B0_670,52,11,None,Microsoft-IIS/8.5,0.0,US,NJ,23/10/1994 0:00,1/11/2016 0:00,19,0,4,1538,23,8,1121,1852,23,4.0,0
B0_696,52,11,ISO-8859-1,Nginx (OpenBSD),14863.0,HK,-,24/05/2010 0:00,25/07/2016 0:00,16,2,3,1364,18,23,16978,1502,18,2.0,0
B0_741,52,10,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,29,25,1,4765,37,34,17280,5381,37,8.0,0
B0_880,52,10,ISO-8859-1,Apache,5443.0,CA,Quebec,14/10/2007 12:24,1/09/2016 14:20,0,0,0,0,0,0,0,0,0,0.0,0
B0_89,52,9,utf-8,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,28239.0,None,None,None,None,51,1,10,4049,55,58,61312,4361,55,4.0,0
B0_956,52,11,UTF-8,GSE,9801.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_80,53,12,ISO-8859-1,nginx/1.12.0,242.0,US,ALABAMA,9/02/2007 0:00,9/02/2017 0:00,8,0,1,1156,10,10,2638,1316,10,2.0,1
B0_1247,53,8,utf-8,None,11158.0,US,PA,7/08/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2048,53,10,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,22897.0,None,None,10/01/2006 0:00,11/11/2014 0:00,9,5,7,762,9,10,640,762,9,0.0,0
B0_2119,53,11,UTF-8,Apache/2.2.31 (Amazon),8466.0,US,NH,31/08/2004 0:00,1/06/2016 0:00,26,8,11,1668,26,13,894,1668,26,0.0,0
B0_2268,53,9,UTF-8,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,2023.0,US,GA,5/12/2005 0:00,22/04/2015 0:00,12,3,3,960,12,16,1024,960,12,0.0,0
B0_472,53,12,iso-8859-1,Apache,211.0,None,None,5/05/2001 0:00,28/01/2015 0:00,15,2,5,1944,21,21,2698,2416,21,6.0,0
B0_556,53,12,ISO-8859-1,Apache,359174.0,CA,ON,1/12/1996 5:00,30/11/2016 10:30,15,4,3,2232,19,22,3283,2532,19,4.0,0
B0_827,53,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_862,53,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,United Kingdom,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_977,53,9,UTF-8,nginx,20309.0,US,CA,6/12/1994 0:00,3/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_41,54,11,iso-8859-1,Apache,228.0,US,Arizona,16/02/2005 0:00,24/02/2016 0:00,5,0,2,582,9,9,1097,882,9,4.0,1
M0_87,54,11,ISO-8859-1,Apache/2,17140.0,US,CA,17/12/2005 0:00,18/11/2015 0:00,29,1,7,4558,31,37,26259,4724,31,2.0,1
B0_1002,54,11,ISO-8859-1,Microsoft-IIS/7.5,7849.0,US,PA,7/08/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1129,54,9,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341.0,US,MI,15/11/1998 0:00,23/12/2011 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1149,54,12,ISO-8859-1,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,2503.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1188,54,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,FL,2/10/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1301,54,8,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_174,54,9,ISO-8859-1,Apache/2.2.32,3020.0,CA,ON,6/03/1998 0:00,30/03/2017 0:00,34,7,6,2881,38,33,39646,3219,38,4.0,0
B0_230,54,10,ISO-8859-1,cloudflare-nginx,18952.0,US,CA,29/09/2005 0:00,5/05/2016 0:00,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0,0
B0_370,54,10,ISO-8859-1,Apache,5438.0,US,TX,17/07/2000 0:00,3/03/2017 0:00,40,9,9,4562,44,44,49870,4884,44,4.0,0
B0_4,54,9,UTF-8,Apache,193.0,US,WA,27/06/2015 0:00,18/04/2016 0:00,4,1,3,280,6,7,542,422,6,2.0,0
B0_478,54,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,19/02/2005 0:00,20/02/2017 0:00,34,2,5,5325,40,44,86136,5785,40,6.0,0
B0_48,54,11,UTF-8,Apache,26.0,US,FL,7/11/1996 0:00,25/08/2015 0:00,20,11,6,3025,26,25,9200,3479,26,6.0,0
B0_665,54,10,UTF-8,mw2230.codfw.wmnet,20518.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,43,38,5,5591,51,56,46553,6231,51,8.0,0
B0_750,54,12,utf-8,None,1682.0,US,FL,6/11/1998 0:00,5/09/2014 0:00,12,1,5,1404,16,17,1587,1700,16,4.0,0
B0_799,54,11,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,9208.0,AU,NSW,29/09/2000 0:00,18/11/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_858,54,12,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,18/10/2000 0:00,16/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1039,55,10,ISO-8859-1,Apache,14953.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1047,55,9,UTF-8,Apache,2080.0,US,CA,11/09/1997 4:00,9/12/2015 14:43,0,0,0,0,0,0,0,0,0,0.0,0
B0_1146,55,10,UTF-8,nginx,12275.0,US,MA,15/09/1997 0:00,15/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1421,55,12,utf-8,Apache,66702.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_21,55,10,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,13898.0,US,DE,1/09/1995 4:00,1/03/2017 19:31,31,3,5,3590,35,40,35749,3886,35,4.0,0
B0_2141,55,10,utf-8,Apache,44324.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,4,3,2,432,4,4,244,432,4,0.0,0
B0_815,55,10,UTF-8,Microsoft-IIS/8.5,20474.0,US,WI,2/12/1998 0:00,1/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_879,55,12,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_936,55,10,UTF-8,mw2106.codfw.wmnet,40179.0,US,CA,16/03/2003 8:22,29/03/2016 17:55,0,0,0,0,0,0,0,0,0,0.0,0
B0_959,55,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1,56,8,iso-8859-1,Apache,257.0,US,CA,5/11/1999 0:00,11/08/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,0
B0_1110,56,12,ISO-8859-1,None,25471.0,None,None,b,17/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1124,56,11,utf-8,Apache/2.2.15 (CentOS),7215.0,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1144,56,11,None,Microsoft-IIS/7.0,0.0,US,New York,1/09/1998 0:00,15/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1179,56,12,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1214,56,9,UTF-8,Apache/2.2.15 (CentOS),965.0,CA,qc,8/12/1997 0:00,18/10/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1276,56,12,UTF-8,Apache,3042.0,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1317,56,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,16/12/1993 5:00,9/09/2015 20:47,0,0,0,0,0,0,0,0,0,0.0,0
B0_1396,56,11,UTF-8,Apache-Coyote/1.1,8741.0,US,GA,16/02/2001 9:00,23/09/2014 14:02,0,0,0,0,0,0,0,0,0,0.0,0
B0_2215,56,10,UTF-8,nginx,14672.0,PA,PANAMA,25/02/1999 0:00,18/01/2016 0:00,11,3,5,870,11,5,306,870,11,0.0,0
B0_2281,56,11,iso-8859-1,Apache,229.0,None,None,13/10/2000 0:00,28/08/2015 0:00,5,5,3,450,5,7,479,450,5,0.0,0
B0_28,56,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,20,2,7,1876,26,17,2205,2354,26,6.0,0
B0_394,56,11,iso-8859-1,Apache,189.0,None,None,6/08/2004 0:00,5/07/2016 0:00,25,13,7,2910,31,30,7648,3402,31,6.0,0
B0_421,56,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Nevada,18/05/2003 7:22,19/05/2016 15:04,12,3,7,1080,14,14,2498,1260,14,2.0,0
B0_522,56,13,utf-8,Apache,67283.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,37,3,5,3050,43,44,65986,3492,43,6.0,0
B0_56,56,12,ISO-8859-1,nginx,1523.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,35,11,3,6351,43,46,22390,6989,43,8.0,0
B0_615,56,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Arizona,9/08/2002 18:13,3/04/2016 11:08,18,13,2,3354,24,18,8544,3810,24,6.0,0
B0_853,56,9,ISO-8859-1,Apache,1264.0,IL,il,29/12/2008 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_867,56,9,iso-8859-1,Apache,225.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_881,56,11,ISO-8859-1,Aeria Games & Entertainment,17072.0,DE,Berlin,31/07/2006 0:00,28/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_943,56,11,utf-8,Apache,17541.0,US,CA,16/11/1998 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_986,56,11,UTF-8,Apache/2.4.10 (Debian) PHP/5.6.30-0+deb8u1 mod_perl/2.0.9dev Perl/v5.20.2,3782.0,PA,PANAMA,31/05/2005 0:00,6/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1041,57,9,iso-8859-1,Apache,355.0,US,FL,3/08/1998 0:00,6/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1092,57,11,UTF-8,mw2173.codfw.wmnet,7340.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1249,57,11,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,5796.0,US,Arizona,14/02/2000 0:00,14/02/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2081,57,11,utf-8,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 Communique/4.2.0,448.0,None,None,None,None,2,2,1,356,2,4,246,356,2,0.0,0
B0_2130,57,11,UTF-8,Apache-Coyote/1.1,17249.0,None,None,16/10/2000 0:00,25/10/2016 0:00,15,13,7,1062,15,19,1354,1062,15,0.0,0
B0_2150,57,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,5/02/1999 0:00,20/04/2015 0:00,8,5,5,696,8,10,636,696,8,0.0,0
B0_2167,57,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,7,3,2,630,7,5,306,630,7,0.0,0
B0_2173,57,12,utf-8,None,20504.0,US,NY,14/04/1998 0:00,15/03/2017 0:00,4,3,3,408,4,6,378,408,4,0.0,0
B0_2191,57,12,utf-8,Apache/2.2.31 (Amazon),6828.0,None,None,28/08/2007 0:00,29/04/2013 0:00,13,4,7,1074,13,5,306,1074,13,0.0,0
B0_299,57,10,ISO-8859-1,nginx,1510.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,37,9,11,5965,43,47,20145,6439,43,6.0,0
B0_458,57,12,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,11202.0,US,IL,12/12/1990 0:00,8/06/2015 0:00,79,2,7,5863,83,83,127368,6173,83,4.0,0
B0_517,57,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/7.0.14,6588.0,JP,Osaka,19/07/2016 0:00,19/07/2016 0:00,19,8,10,1764,23,24,2364,2120,23,4.0,0
B0_535,57,10,iso-8859-1,Apache/2,345.0,US,CA,25/02/1999 0:00,18/01/2017 0:00,31,0,5,2335,33,37,35231,2493,33,2.0,0
B0_625,57,11,iso-8859-1,nginx,234.0,US,NY,2/12/2000 0:00,3/11/2016 0:00,21,6,13,1627,25,23,2044,1933,25,4.0,0
B0_636,57,10,ISO-8859-1,Apache,21046.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,107,4,4,8986,111,148,234205,9294,111,4.0,0
B0_732,57,11,utf-8,Microsoft-IIS/7.0,23463.0,IT,RM,7/04/2006 16:53,8/04/2017 1:39,18,4,6,1965,22,21,7616,2249,22,4.0,0
B0_749,57,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,None,None,62,0,3,4725,66,65,97272,5023,66,4.0,0
B0_791,57,11,iso-8859-1,Apache,241.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_86,57,7,UTF-8,Apache/2.2.31 (Amazon),1182.0,None,None,29/07/2004 0:00,3/01/2016 0:00,10,3,5,949,14,15,2597,1309,14,4.0,0
B0_996,57,11,ISO-8859-1,Apache,10280.0,US,IL,9/03/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_83,58,13,UTF-8,nginx/1.12.0,5962.0,US,UTAH,6/05/2006 0:00,6/05/2016 0:00,10,0,2,1692,14,15,8467,2004,14,4.0,1
B0_1107,58,8,UTF-8,Apache,58.0,US,MA,12/09/2009 21:54,23/08/2016 10:07,0,0,0,0,0,0,0,0,0,0.0,0
B0_1256,58,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1274,58,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2201,58,10,UTF-8,GSE,208082.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,5,4,2,474,5,7,442,474,5,0.0,0
B0_302,58,8,iso-8859-1,Apache/2,345.0,US,FL,1/10/2001 0:00,16/01/2017 0:00,9,0,3,1481,13,12,1327,1773,13,4.0,0
B0_329,58,12,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,18/04/2001 0:00,27/09/2016 0:00,50,42,4,6256,58,63,63202,6896,58,8.0,0
B0_358,58,9,us-ascii,None,324.0,US,CO,15/08/1995 0:00,13/07/2016 0:00,14,0,1,1794,18,18,2242,2102,18,4.0,0
B0_368,58,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,8/09/2004 0:00,28/02/2017 0:00,15,10,3,2344,19,17,6649,2668,19,4.0,0
B0_554,58,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,1688.0,US,Arizona,26/01/2001 12:11,7/12/2015 11:23,17,15,4,1146,17,5,416,1146,17,0.0,0
B0_857,58,11,ISO-8859-1,Server,1179.0,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_921,58,12,utf-8,nginx/1.8.0,90837.0,US,va,7/09/1993 0:00,5/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_12,59,10,utf-8,Microsoft-IIS/8.5,26958.0,None,None,16/06/1996 0:00,28/03/2016 0:00,15,10,1,2421,21,17,7924,2861,21,6.0,0
B0_1206,59,12,utf-8,nginx,162.0,BS,New Providence,6/11/2007 0:00,1/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1233,59,10,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37,19404.0,US,IL,14/06/1995 0:00,17/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1269,59,11,ISO-8859-1,nginx,162.0,US,Virginia,23/03/1998 0:00,29/05/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1331,59,10,us-ascii,None,324.0,US,FL,21/04/2002 0:00,23/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1358,59,10,iso-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,352.0,CN,None,7/07/2007 0:00,4/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1417,59,11,utf-8,None,7697.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_2047,59,10,us-ascii,None,324.0,US,FL,21/04/2002 0:00,23/03/2017 0:00,6,5,3,528,6,6,407,528,6,0.0,0
B0_2050,59,13,UTF-8,None,9322.0,US,AZ,31/12/2005 0:00,31/12/2016 0:00,8,5,6,672,8,12,768,672,8,0.0,0
B0_265,59,9,ISO-8859-1,nginx,12629.0,US,CA,28/04/2005 0:00,7/12/2015 0:00,24,0,11,1863,26,27,15088,2033,26,2.0,0
B0_296,59,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,AU,None,22/07/2008 0:00,22/07/2016 0:00,24,3,6,2752,30,24,8910,3230,30,6.0,0
B0_397,59,9,us-ascii,None,324.0,US,CO,15/08/1995 0:00,13/07/2016 0:00,14,0,1,1797,18,19,2308,2105,18,4.0,0
B0_486,59,13,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,29,12,6,3325,33,32,29835,3635,33,4.0,0
B0_516,59,11,ISO-8859-1,Apache,5290.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,17,2,2,1684,21,22,14589,2012,21,4.0,0
